OBJECTID,DAUID,CSDUID,CSDNAME,TOT_MOBILITY_STATUS_1YR_AGO,MS1_NON_MOVERS,MS1_MOVERS,MS1_NONMIGRANTS,MS1_MIGRANTS,MS1_INTERNAL_MIGRANTS,MS1_INTERNAL_INTRAPROV_MIGRANT,MS1_INTERNAL_INTERPROV_MIGRANT,MS1_EXTERNAL_MIGRANT,TOT_MOBILITY_STATUS_5YR_AGO,MS5_NON_MOVERS,MS5_MOVERS,MS5_NONMIGRANTS,MS5_MIGRANTS,MS5_INTERNAL_MIGRANTS,MS5_INTERNAL_INTRAPROV_MIGRANT,MS5_INTERNAL_INTERPROV_MIGRANT,MS5_EXTERNAL_MIGRANT,Shape__Area,Shape__Length
697,35190741,3519036,Markham,1005,825,180,95,90,45,45,0,40,925,505,425,205,215,100,95,10,120,138351.625244141,1559.63188737909
698,35190742,3519036,Markham,320,285,35,20,15,0,0,0,15,310,210,100,65,35,0,0,0,40,36752.0686035156,869.035478799278
699,35190076,3519054,East Gwillimbury,730,715,20,10,10,0,0,0,10,700,545,155,60,95,85,80,0,15,10550334.5175781,15405.9412114083
700,35191232,3519038,Richmond Hill,365,360,10,0,10,10,10,0,0,350,275,75,30,45,35,25,20,10,51913.98046875,1234.84943322897
701,35191233,3519038,Richmond Hill,445,405,35,0,30,20,15,10,10,435,355,85,30,55,25,20,0,30,82064.1713867188,1158.58070865301
702,35190654,3519036,Markham,690,575,120,110,10,10,10,0,0,650,445,210,150,60,30,20,10,35,105584.892578125,2437.793313489
703,35190669,3519036,Markham,630,600,35,15,20,10,10,0,0,595,460,130,70,60,25,30,0,35,73285.3491210938,2054.18164608666
704,35190609,3519036,Markham,1230,1105,125,80,45,25,25,0,20,1205,790,415,315,100,80,75,0,25,286007.652099609,5783.51337533379
705,35190622,3519036,Markham,580,545,40,35,10,0,0,0,10,560,455,115,75,35,25,25,0,15,139039.733154297,1937.3189705024
706,35190762,3519036,Markham,320,305,20,0,20,10,0,0,15,290,175,120,35,80,35,35,0,50,99398.7014160156,1653.41148018173
707,35191161,3519049,King,455,425,30,0,30,30,25,0,0,440,285,155,15,140,140,135,0,0,20742844.8310547,21569.7798248627
708,35191157,3519049,King,540,505,35,30,0,0,0,0,0,525,360,165,75,85,80,50,25,10,25456275.7858887,25060.1432048076
709,35190704,3519036,Markham,3315,3145,175,110,65,30,30,0,35,3220,2575,645,335,305,255,255,0,55,1768387.3605957,6439.90273410293
710,35190440,3519038,Richmond Hill,370,360,10,10,0,0,0,0,0,370,300,75,45,25,20,15,10,0,133650.361572266,1659.53132795576
711,35190300,3519028,Vaughan,445,435,10,10,10,0,0,0,0,430,320,110,75,35,15,15,0,20,141276.671386719,2112.42974574822
712,35190296,3519028,Vaughan,880,820,60,50,10,10,10,0,0,845,635,210,130,85,60,60,0,25,153891.175537109,2640.23600794814
713,35191090,3519048,Newmarket,1445,1325,120,10,105,80,80,0,30,1390,750,640,180,460,370,365,0,90,850252.149902344,4984.42029395277
714,35190124,3519046,Aurora,415,415,0,0,10,0,0,0,10,405,290,115,0,105,80,80,0,25,323347.628662109,2699.4633588181
715,35190836,3519038,Richmond Hill,1530,1435,95,60,40,35,30,10,0,1485,975,515,265,245,180,160,25,60,674298.414550781,4048.81237347814
716,35190599,3519036,Markham,690,630,65,30,30,0,0,0,25,665,500,165,50,120,55,60,0,60,144009.921630859,2513.7621012404
717,35190605,3519036,Markham,475,405,75,25,50,25,25,0,25,470,335,135,85,50,35,30,10,15,191651.239257813,1823.75793612689
718,35190282,3519028,Vaughan,5480,4320,1155,710,445,240,175,60,205,5265,2335,2925,1540,1390,705,650,60,685,441903.503662109,3153.40950303855
719,35191045,3519028,Vaughan,985,875,115,55,60,55,50,0,10,970,510,460,285,175,80,60,20,100,439143.681884766,3028.45785099627
720,35190344,3519028,Vaughan,735,695,35,15,25,20,20,0,10,715,600,115,35,80,50,30,25,30,145781.104003906,2263.73784020779
721,35191226,3519038,Richmond Hill,410,390,25,15,10,10,10,0,0,405,310,95,45,55,20,20,0,35,73956.158203125,1132.26956300564
722,35191231,3519038,Richmond Hill,405,405,0,0,0,0,0,0,0,395,350,35,30,10,10,10,0,10,59190.9091796875,978.135458778852
723,35190507,3519038,Richmond Hill,660,590,65,30,40,25,25,0,15,620,405,220,130,90,75,70,0,10,254318.982421875,2404.18693424074
724,35190506,3519038,Richmond Hill,625,520,100,80,25,25,25,0,0,605,325,280,180,100,40,35,0,65,146720.461914063,2107.85012661593
725,35190513,3519038,Richmond Hill,580,530,45,20,25,25,25,0,0,545,375,170,60,105,45,40,0,65,101843.185058594,1436.83686383475
726,35190801,3519028,Vaughan,585,565,20,0,20,20,20,0,0,570,405,165,80,85,90,85,0,0,227847.202148438,3033.84890780974
727,35190158,3519046,Aurora,915,875,35,0,30,35,35,0,0,895,665,230,70,160,160,160,0,0,379769.273681641,3687.20690835492
728,35190058,3519070,Georgina,595,515,80,20,60,55,50,10,0,575,345,225,75,155,150,145,10,0,216279.228271484,2636.18739094604
729,35190505,3519038,Richmond Hill,595,530,65,55,10,0,10,0,10,590,415,175,75,95,40,30,15,55,134344.447753906,1784.11068088855
730,35190833,3519038,Richmond Hill,575,550,20,10,10,0,0,0,10,565,390,175,60,115,85,75,10,35,257185.694091797,2329.15286526756
731,35190696,3519036,Markham,720,635,85,45,45,15,20,0,25,680,490,190,120,70,30,25,10,40,139684.145507813,2760.75559863413
732,35191207,3519036,Markham,500,430,65,30,40,25,25,0,15,490,255,235,145,90,70,70,0,20,90804.3791503906,1745.98932742864
733,35191206,3519036,Markham,505,460,45,30,10,0,0,0,10,450,290,165,120,45,20,20,0,25,80904.0615234375,1538.16052771044
734,35191329,3519028,Vaughan,6095,5670,420,195,225,190,175,15,40,5630,3695,1945,1125,820,665,640,25,155,1451002.25561523,7212.9989996082
735,35191350,3519028,Vaughan,1285,1190,95,50,45,20,25,0,20,1165,795,365,275,95,75,75,0,20,207228.911621094,1887.75467720306
736,35191255,3519028,Vaughan,930,845,85,20,65,60,60,0,10,890,730,165,65,100,85,85,0,15,380252.804199219,3208.20017737727
737,35190795,3519028,Vaughan,665,635,30,10,20,20,15,0,0,650,535,115,50,70,60,60,0,0,347394.111816406,4752.14121426364
738,35191321,3519028,Vaughan,915,820,95,80,20,15,15,0,10,855,515,350,185,165,105,75,30,65,146536.571533203,1933.71317965836
739,35191320,3519028,Vaughan,760,695,70,55,15,10,10,0,0,725,510,215,145,70,45,45,0,25,129805.511230469,1515.42359482348
740,35190997,3519046,Aurora,930,830,105,25,80,60,55,0,15,890,605,290,45,245,180,170,0,70,1005590.80151367,5658.39156129261
741,35191257,3519028,Vaughan,1150,1005,145,50,95,80,80,0,10,1070,595,470,210,265,255,230,30,0,579015.514404297,7208.74751231934
742,35190077,3519054,East Gwillimbury,450,405,50,20,25,25,25,0,0,450,255,195,55,135,140,140,0,0,9287771.10253906,14850.2250614298
743,35190876,3519046,Aurora,560,505,55,10,45,40,40,0,0,535,440,90,0,90,55,60,0,35,117470.787353516,1753.16847380027
744,35190875,3519046,Aurora,620,575,45,15,35,30,30,0,0,580,395,185,45,140,125,120,0,10,168846.085693359,2071.89099387874
745,35190674,3519036,Markham,290,280,10,0,10,0,0,0,0,285,225,55,45,15,0,0,0,15,137347.869873047,1859.32882372207
746,35190080,3519054,East Gwillimbury,500,495,10,0,10,10,15,0,0,495,385,105,40,70,70,70,0,0,370623.100585938,2724.47767322481
747,35190955,3519048,Newmarket,530,480,50,30,25,25,20,0,0,515,370,145,80,65,60,60,0,0,196307.360595703,2887.04312496644
748,35191331,3519028,Vaughan,460,420,40,40,0,0,0,0,0,445,355,95,75,15,10,0,0,15,68007.2136230469,1068.48200328275
749,35190095,3519054,East Gwillimbury,360,355,0,0,0,0,0,0,0,355,255,100,10,90,90,85,0,0,308345.46875,4245.24686415647
750,35190180,3519049,King,910,885,25,0,25,25,25,0,0,900,815,85,35,55,50,50,0,0,3614703.74365234,8911.40692634419
751,35191194,3519036,Markham,445,435,10,10,0,0,0,0,0,430,370,55,10,45,45,45,0,10,74125.4104003906,1522.31830643227
752,35191195,3519036,Markham,605,585,15,0,15,10,0,10,10,580,425,150,60,95,20,20,0,75,83058.8303222656,1196.28775854461
753,35191259,3519028,Vaughan,600,545,60,20,40,45,20,20,0,585,425,155,60,95,65,60,10,20,62439.0895996094,1575.54844591007
754,35191260,3519028,Vaughan,450,425,25,10,10,10,0,10,0,420,350,80,40,35,20,20,0,15,61462.2548828125,1204.60866747658
755,35190068,3519054,East Gwillimbury,565,565,0,0,10,0,10,0,0,555,415,140,15,125,125,125,0,0,20577811.9763184,20365.3584811174
756,35191042,3519038,Richmond Hill,530,505,20,10,15,10,0,0,15,505,390,115,15,100,65,45,20,35,343229.270751953,2339.05409914053
757,35191261,3519028,Vaughan,760,725,35,0,35,35,30,10,0,715,585,130,55,70,60,45,15,15,73589.5139160156,1101.57753583902
758,35191253,3519028,Vaughan,655,630,30,10,15,15,15,0,0,645,485,160,40,120,105,105,0,20,63323.0654296875,1147.16800368728
759,35190094,3519054,East Gwillimbury,670,645,25,25,0,0,0,0,0,655,535,120,90,25,25,25,0,0,2205303.46630859,8429.65077565613
760,35190037,3519070,Georgina,420,405,10,10,0,0,0,0,0,400,280,125,45,80,85,70,10,0,203094.163330078,1943.00614837686
761,35190035,3519070,Georgina,285,255,35,0,35,30,30,0,0,275,180,95,45,45,45,40,0,0,148906.633544922,1587.14843095387
762,35190036,3519070,Georgina,775,720,50,30,20,20,20,0,0,750,530,215,135,80,85,70,15,0,659979.100585938,3649.35346602525
763,35190445,3519038,Richmond Hill,945,825,120,85,30,15,10,0,15,885,555,330,145,180,150,155,0,30,248240.689208984,2421.21316702284
764,35190439,3519038,Richmond Hill,520,460,55,20,40,15,10,0,30,505,385,120,25,95,55,55,0,40,102587.087646484,1306.43633145843
765,35190608,3519036,Markham,285,230,55,55,0,0,0,0,0,270,160,115,60,55,15,10,0,35,25327.9069824219,659.655886694434
766,35191159,3519049,King,500,450,55,25,30,25,25,0,0,500,335,170,45,120,105,100,0,20,17117410.9777832,20893.7957263913
767,35190813,3519028,Vaughan,1195,1150,50,10,40,45,40,0,0,1185,990,190,80,110,90,90,0,25,390926.934570313,3498.11746022681
768,35191296,3519028,Vaughan,2540,2375,160,55,105,65,65,0,35,2380,1770,610,225,385,240,220,20,140,2175263.67822266,6333.13312465386
769,35190518,3519038,Richmond Hill,950,870,80,35,50,40,35,10,0,920,645,280,80,200,105,105,0,95,521750.291503906,6977.08474738586
770,35190070,3519054,East Gwillimbury,315,270,45,40,10,10,0,0,0,305,230,75,40,40,35,35,0,0,13700914.2766113,19075.5065028292
771,35190411,3519036,Markham,335,310,25,10,15,10,10,0,10,320,265,55,30,30,0,0,0,30,75065.2626953125,1432.74883976755
772,35190940,3519048,Newmarket,585,475,110,50,60,60,60,10,0,575,330,245,90,150,150,145,0,0,574092.039794922,4532.68923283364
773,35190887,3519048,Newmarket,315,310,0,0,10,10,0,0,0,305,235,70,35,35,15,15,0,20,83866.0053710938,1574.63794222574
774,35190438,3519038,Richmond Hill,420,405,15,0,15,0,0,0,15,405,320,85,50,40,10,0,10,30,86653.6950683594,1366.28265797785
775,35190437,3519038,Richmond Hill,220,190,30,10,15,15,10,0,0,215,180,40,10,30,20,25,0,10,53692.0559082031,1398.01025795715
776,35190436,3519038,Richmond Hill,350,340,10,0,10,0,0,0,10,340,260,80,15,65,30,30,0,35,62847.58203125,1597.34504630215
777,35190435,3519038,Richmond Hill,350,325,20,15,10,0,0,0,0,340,310,35,15,15,15,20,0,0,61111.3051757813,954.830589189621
778,35190985,3519044,Whitchurch-Stouffville,385,315,70,70,10,10,10,0,0,385,275,105,35,70,55,50,0,20,12442018.6594238,16383.9810212511
779,35190840,3519038,Richmond Hill,305,285,25,15,10,10,10,0,0,290,185,110,75,30,10,10,0,20,66890.5051269531,1002.30281805006
780,35190814,3519028,Vaughan,915,885,35,10,25,25,25,0,0,900,750,140,75,65,50,50,0,15,318773.901855469,3157.91949963016
781,35190812,3519028,Vaughan,290,290,0,0,0,0,0,0,0,280,255,20,10,15,10,10,0,0,59235.609375,972.418540845477
782,35190803,3519028,Vaughan,505,475,35,15,15,0,0,0,15,495,415,75,35,40,30,30,0,15,93315.197265625,1319.94538535675
783,35191310,3519038,Richmond Hill,3430,2955,475,170,310,190,170,25,115,3310,1400,1910,820,1085,665,590,80,420,295739.370605469,3395.36128254275
784,35191227,3519038,Richmond Hill,495,470,25,20,10,0,0,0,0,485,370,120,60,55,15,15,0,40,56399.3640136719,1003.85803048087
785,35190093,3519054,East Gwillimbury,375,335,40,15,25,25,30,0,0,375,295,80,30,55,50,55,0,0,418518.513916016,3183.64698668518
786,35190494,3519038,Richmond Hill,375,290,85,75,10,0,0,0,10,345,145,200,120,80,40,35,10,50,133540.865722656,2067.53310271413
787,35190849,3519038,Richmond Hill,540,440,100,75,25,0,0,0,25,530,365,165,110,55,20,20,0,30,130296.864746094,1592.22027471277
788,35190850,3519038,Richmond Hill,240,230,10,10,0,0,0,0,0,235,175,60,35,20,25,25,0,0,60360.5942382813,1163.32307342785
789,35190573,3519036,Markham,350,325,30,20,10,10,0,0,0,350,275,70,0,65,25,0,25,40,94655.1477050781,1602.43575015287
790,35190020,3519070,Georgina,245,200,50,15,35,35,30,0,0,230,160,75,25,50,45,45,0,0,260139.493652344,2556.77174245092
791,35190937,3519048,Newmarket,515,480,35,35,0,0,0,0,0,510,435,65,20,50,30,35,0,15,108192.539550781,1265.34127623549
792,35190671,3519036,Markham,910,840,65,30,35,15,15,0,20,875,700,170,65,110,40,35,0,70,216617.270507813,2785.04642782149
793,35190144,3519046,Aurora,510,400,115,30,80,50,45,0,35,500,275,230,110,120,85,85,0,35,166548.294921875,2116.73177869348
794,35191205,3519036,Markham,460,440,15,0,15,0,0,0,15,435,315,125,60,65,50,50,0,15,94062.0427246094,1715.09177812817
795,35190666,3519036,Markham,860,820,45,20,25,0,0,0,15,845,740,105,80,20,0,0,0,25,124898.477294922,1433.09282176046
796,35191121,3519028,Vaughan,555,540,20,0,20,15,20,0,0,550,450,100,75,25,25,30,0,0,370205.418457031,3003.83602587047
797,35190334,3519028,Vaughan,695,645,55,25,25,15,15,0,10,640,505,130,40,85,70,65,0,25,145928.088134766,3778.15055407156
798,35191146,3519070,Georgina,405,380,20,0,20,25,20,0,0,400,365,35,0,35,40,40,0,0,32589515.9731445,28553.026511433
799,35190989,3519044,Whitchurch-Stouffville,380,350,35,15,15,15,10,0,10,365,285,75,50,25,20,20,0,10,10908906.4448242,15529.4027041108
800,35190475,3519038,Richmond Hill,595,580,15,10,0,10,10,0,10,585,315,275,160,110,75,70,0,40,317916.075927734,3166.95116968432
801,35190807,3519028,Vaughan,265,260,10,0,0,0,0,0,0,260,220,35,15,25,10,10,0,15,54774.2971191406,1273.00491682766
802,35190005,3519070,Georgina,430,390,45,25,25,20,20,0,0,400,275,130,50,75,70,70,0,0,4671962.87060547,9299.16567641473
803,35190632,3519036,Markham,950,900,50,15,35,30,30,0,10,915,680,235,100,135,75,70,10,55,343871.199462891,4271.18733499646
804,35190177,3519049,King,310,250,65,30,35,25,20,10,0,305,170,135,55,75,60,60,0,10,264054.186279297,2855.40680588305
805,35191356,3519044,Whitchurch-Stouffville,6050,5550,500,230,270,255,240,20,15,5475,3145,2330,965,1365,1200,1180,20,165,1591415.74243164,5384.29018145849
806,35190982,3519044,Whitchurch-Stouffville,5690,5275,420,185,230,195,185,15,30,5235,3020,2215,840,1370,1170,1155,15,200,3746980.47143555,8255.402897754
807,35190695,3519036,Markham,525,385,135,115,25,0,0,0,15,515,295,220,150,70,40,40,0,30,59800.6328125,1290.28099226145
808,35190921,3519048,Newmarket,315,310,10,0,0,0,10,0,0,305,260,45,35,10,10,10,0,0,89029.640625,1472.79074781483
809,35190922,3519048,Newmarket,415,365,50,10,40,35,35,0,0,400,325,75,40,35,35,35,0,0,242792.087402344,2811.68013918859
810,35190307,3519028,Vaughan,1135,1080,60,55,10,0,0,0,10,1130,900,230,155,70,55,40,15,15,277498.048339844,2838.51279882748
811,35190395,3519036,Markham,455,390,60,50,10,10,0,0,0,425,275,155,90,65,35,30,0,35,133912.658691406,1646.80862967573
812,35190338,3519028,Vaughan,1300,1125,170,120,55,50,55,0,0,1230,700,535,290,250,165,160,10,75,225465.463378906,3398.11788624462
813,35191297,3519028,Vaughan,4835,4590,250,160,90,75,70,10,15,4705,3685,1020,540,480,275,275,10,200,1240555.80932617,6417.21145651241
814,35190045,3519070,Georgina,1550,1410,135,50,85,85,85,10,0,1485,1060,420,200,220,220,195,20,0,5035395.26831055,9625.4312022567
815,35190091,3519054,East Gwillimbury,320,280,40,10,35,15,15,0,15,290,190,95,20,75,55,55,0,20,157720.463867188,1725.69443849684
816,35190919,3519048,Newmarket,595,530,65,40,30,25,20,0,10,580,390,185,80,100,100,90,10,10,225932.525146484,2305.27370413116
817,35191089,3519038,Richmond Hill,4215,3550,665,370,295,230,210,15,70,4020,2525,1495,695,800,555,525,35,245,2228668.35839844,7458.7294075007
818,35190657,3519036,Markham,720,645,75,50,25,10,10,0,20,695,450,245,140,110,35,35,0,75,104012.94140625,2609.13511107574
819,35190398,3519036,Markham,335,285,50,50,0,0,0,0,0,310,190,125,70,55,40,15,25,10,51596.8869628906,978.882869757994
820,35190740,3519036,Markham,815,785,30,15,15,0,0,0,15,785,635,150,95,55,20,20,0,35,165073.571533203,1730.85446178456
821,35190675,3519036,Markham,1555,1445,110,55,50,15,15,0,40,1525,1205,310,115,200,105,100,0,95,1577481.81542969,7090.2436079063
822,35190512,3519038,Richmond Hill,520,445,70,50,15,0,0,0,20,510,360,150,85,65,45,45,0,15,145340.840332031,2444.27052891421
823,35191332,3519028,Vaughan,390,340,50,10,35,35,40,0,0,365,285,80,25,60,45,45,0,15,44102.0485839844,933.091573136823
824,35191246,3519028,Vaughan,895,845,55,25,30,30,15,15,0,860,670,185,90,95,60,65,0,35,126041.474365234,1819.2671672808
825,35190495,3519038,Richmond Hill,1435,1220,220,105,105,80,75,0,30,1370,775,595,280,315,150,150,0,165,389208.153808594,2770.09320808536
826,35190743,3519036,Markham,630,590,40,0,40,40,35,0,0,585,480,105,40,65,40,35,10,30,89629.8686523438,1611.10419436716
827,35190917,3519048,Newmarket,335,325,10,0,10,10,10,0,0,320,255,65,50,10,10,15,0,0,78066.6220703125,1496.23703831074
828,35190531,3519038,Richmond Hill,410,360,45,30,10,10,15,0,0,395,280,120,50,65,35,20,15,30,176384.019287109,2260.30831396694
829,35190533,3519038,Richmond Hill,545,455,95,20,70,50,10,35,25,540,300,240,90,150,100,60,35,45,128304.365722656,1598.98226492093
830,35190534,3519038,Richmond Hill,500,420,80,50,30,20,15,10,10,480,295,180,85,95,55,45,10,40,128543.370849609,1722.73671948147
831,35191359,3519044,Whitchurch-Stouffville,4455,3500,955,295,665,625,615,10,35,4180,1505,2670,820,1855,1705,1690,15,150,6924825.21289063,12224.1143659473
832,35190029,3519070,Georgina,980,905,70,30,40,40,40,0,0,965,650,315,155,155,140,140,0,15,1427190.1574707,5347.8473391117
833,35190176,3519049,King,765,665,100,15,85,80,80,0,10,730,570,160,30,135,130,130,0,0,5190170.62524414,11131.1164494078
834,35190822,3519028,Vaughan,475,460,15,0,15,20,15,0,0,470,375,90,25,70,65,65,0,10,6457625.13598633,10425.8484401856
835,35190884,3519048,Newmarket,380,325,55,25,30,25,30,0,0,360,235,125,65,60,50,50,0,10,94990.9970703125,1651.87452959604
836,35190883,3519048,Newmarket,900,835,65,25,40,35,25,10,10,865,615,255,120,135,110,110,0,20,189024.592529297,3285.98216016384
837,35190881,3519048,Newmarket,595,560,30,20,10,15,15,0,0,565,365,200,120,80,80,80,10,0,109904.505126953,1603.66507875391
838,35190181,3519028,Vaughan,505,475,25,15,10,10,10,0,0,500,365,135,70,60,60,55,0,10,29930242.8249512,29612.584790754
839,35190778,3519038,Richmond Hill,2355,2190,175,75,95,60,55,10,30,2250,1540,710,365,345,265,260,10,80,754026.021240234,4645.41228786945
840,35191011,3519054,East Gwillimbury,685,625,60,15,45,40,35,0,10,665,560,105,35,70,65,40,20,10,7749834.24267578,12212.8115771385
841,35190090,3519054,East Gwillimbury,515,480,30,0,30,30,30,0,0,500,340,155,85,75,70,75,0,0,184153.262939453,2526.6712907597
842,35190286,3519028,Vaughan,685,660,25,0,25,25,25,0,0,665,600,70,50,20,15,10,0,10,208442.08984375,3179.64239008488
843,35190284,3519028,Vaughan,365,350,15,10,10,0,0,0,0,355,280,75,40,35,10,15,0,25,70062.0568847656,1121.74750356097
844,35190287,3519028,Vaughan,260,210,50,20,30,30,15,10,0,255,200,60,40,20,15,15,0,0,49718.2924804688,917.956834239744
845,35190987,3519044,Whitchurch-Stouffville,680,570,105,45,60,55,50,0,10,660,395,260,40,220,185,175,10,35,5477380.58740234,9917.56224329329
846,35190157,3519049,King,690,640,45,0,45,45,45,0,0,685,505,180,30,150,135,130,10,15,22897582.8273926,22604.2740117615
847,35191288,3519028,Vaughan,7345,6510,840,435,395,345,305,35,50,6825,4085,2740,1300,1440,1040,910,130,390,4168885.5234375,8190.42347896947
848,35190022,3519070,Georgina,525,360,165,50,115,115,115,0,0,500,230,270,85,185,180,180,0,10,2633513.34570313,7614.25904289504
849,35190021,3519070,Georgina,450,430,20,15,0,0,0,0,0,435,315,120,65,55,55,55,0,0,139306.200195313,1574.78559940277
850,35190429,3519036,Markham,385,360,30,15,15,10,0,10,10,380,295,85,40,45,20,15,0,25,85923.0771484375,1648.30830467751
851,35190663,3519036,Markham,245,190,55,40,15,10,10,0,0,240,155,80,45,40,20,15,15,15,25582.9125976563,771.974639868697
852,35191199,3519036,Markham,1345,1200,145,70,70,25,25,0,45,1295,1005,290,115,175,85,85,0,90,194005.116699219,2029.98020945009
853,35190673,3519036,Markham,660,630,30,0,30,10,10,0,25,650,490,155,40,120,75,75,0,40,137731.640869141,1488.15158385591
854,35191082,3519036,Markham,815,740,70,65,0,0,10,0,0,765,580,190,140,55,45,35,10,10,104430.681640625,2705.53829238505
855,35190052,3519070,Georgina,2400,2030,370,105,260,250,240,10,15,2290,1380,910,390,520,485,475,10,35,1310851.50244141,5676.69401321729
856,35191192,3519036,Markham,4170,3725,445,170,280,160,150,0,115,3975,2395,1580,635,945,485,450,40,460,770483.811767578,4348.7274611036
857,35190342,3519028,Vaughan,1200,1130,70,40,25,10,0,0,15,1135,870,270,135,130,80,50,25,55,253744.977783203,2505.99015073842
858,35190341,3519028,Vaughan,975,930,45,10,35,0,0,0,35,925,805,120,40,85,35,35,0,45,199958.458251953,2953.63180956896
859,35190360,3519028,Vaughan,730,655,75,30,45,15,10,0,30,705,550,155,80,70,30,25,10,40,144092.805908203,1561.30172895941
860,35191112,3519036,Markham,495,465,25,0,25,20,15,0,0,480,430,50,0,45,30,15,15,10,151892.839599609,2053.05569885232
861,35190910,3519048,Newmarket,380,345,40,25,10,10,10,0,0,365,285,80,40,45,35,35,0,10,116346.984619141,1684.35761468775
862,35190911,3519048,Newmarket,235,215,15,0,15,15,15,0,0,235,170,60,40,20,15,15,0,10,52079.7873535156,897.771198466969
863,35190759,3519036,Markham,710,655,55,35,25,15,10,0,0,685,455,230,130,100,45,40,10,60,262639.601806641,2310.89211914075
864,35190548,3519038,Richmond Hill,415,390,25,10,25,15,15,0,0,405,340,70,45,20,10,15,0,10,149771.142333984,1645.04925571062
865,35190549,3519038,Richmond Hill,535,530,10,10,0,0,0,0,0,505,370,135,30,110,100,100,0,10,101146.535644531,1707.06276904325
866,35190703,3519036,Markham,920,880,40,40,0,0,0,0,10,890,765,125,80,45,20,20,0,25,187775.751953125,1750.73792810908
867,35190401,3519036,Markham,240,235,0,0,0,0,0,0,0,235,200,35,20,15,10,10,0,10,54825.5695800781,1131.93829256002
868,35190397,3519036,Markham,1565,1425,135,45,95,60,60,0,35,1535,1165,375,225,150,75,80,0,70,993679.185546875,10025.4733187673
869,35190444,3519038,Richmond Hill,1485,1165,325,180,150,110,110,0,35,1435,780,650,295,355,180,165,20,175,302057.108154297,2779.23105324255
870,35191362,3519044,Whitchurch-Stouffville,195,185,15,0,15,10,10,0,0,180,110,75,20,55,50,50,0,10,40006.0561523438,820.161627021883
871,35191114,3519036,Markham,495,480,10,10,10,0,0,0,10,450,340,115,35,75,55,55,0,25,146403.334960938,2298.8408691921
872,35190970,3519044,Whitchurch-Stouffville,1975,1695,285,45,235,230,215,10,10,1810,915,900,300,600,565,550,10,35,906025.703613281,5858.87829255325
873,35190977,3519044,Whitchurch-Stouffville,535,510,25,0,25,25,20,0,0,515,370,145,25,120,115,105,10,10,170484.781494141,1845.90055559278
874,35190938,3519048,Newmarket,560,495,65,45,25,25,25,0,0,535,315,215,75,140,140,140,0,0,112397.433349609,1597.56478233255
875,35190939,3519048,Newmarket,525,440,90,30,60,65,65,0,0,505,310,195,85,110,110,110,0,0,323596.093505859,3441.71080617663
876,35190053,3519070,Georgina,460,400,65,25,40,40,40,0,0,435,280,155,40,120,115,100,10,0,118528.372314453,1700.02327326812
877,35190032,3519070,Georgina,370,325,45,30,10,15,10,0,0,345,210,135,60,70,65,65,0,0,205297.978759766,3428.79665864254
878,35191178,3519036,Markham,570,550,15,10,10,0,0,0,10,550,505,45,10,35,25,25,0,10,84801.2355957031,1193.92057062075
879,35190950,3519048,Newmarket,505,435,75,20,50,50,50,0,0,495,340,150,65,85,85,85,0,0,2013688.98999023,6902.52783104943
880,35190901,3519048,Newmarket,320,265,55,35,15,15,15,0,0,290,180,115,65,50,45,40,0,10,176512.206054688,2232.27280200921
881,35190131,3519046,Aurora,575,510,60,35,30,25,25,0,0,555,285,270,100,170,140,145,0,30,146326.196289063,1767.52317774284
882,35190519,3519038,Richmond Hill,315,295,15,0,15,15,15,0,0,310,220,90,40,45,35,30,0,15,50656.6984863281,914.98810654516
883,35190520,3519038,Richmond Hill,590,575,15,20,0,0,0,0,0,575,370,200,125,75,50,40,10,30,106582.632324219,1320.67477300702
884,35190694,3519036,Markham,425,425,0,0,10,0,0,0,0,410,355,50,0,50,30,30,0,20,57751.3713378906,1110.12549802774
885,35190384,3519036,Markham,460,420,40,20,20,20,15,0,0,440,340,95,35,65,65,50,10,0,189359.953857422,2272.45968467455
886,35190668,3519036,Markham,505,420,90,70,20,10,10,0,10,480,375,100,35,70,35,35,0,30,75343.9140625,1128.75802306647
887,35190466,3519038,Richmond Hill,1190,1080,105,45,60,35,30,0,25,1155,920,235,80,155,90,85,0,65,426468.869873047,3600.12687406957
888,35190288,3519028,Vaughan,1170,1120,55,35,15,10,0,10,10,1135,780,360,270,90,80,75,0,10,1801987.34936523,7873.03665052358
889,35190178,3519049,King,445,395,55,25,25,25,25,0,0,415,330,85,25,55,55,55,0,0,498006.046875,3637.57742250601
890,35191168,3519036,Markham,1055,955,105,60,40,35,40,0,10,1005,730,270,150,120,80,60,15,45,135585.098632813,1910.40315175159
891,35190969,3519044,Whitchurch-Stouffville,570,510,50,45,10,10,10,0,0,540,405,140,70,70,65,70,0,0,9239813.02319336,12761.0441736934
892,35190407,3519036,Markham,425,380,45,40,10,10,0,0,0,390,250,140,105,30,10,0,0,20,192705.058837891,3291.57381434807
893,35190409,3519036,Markham,555,545,15,0,15,0,10,0,10,540,390,150,50,95,70,65,0,30,225005.287109375,3116.36452388605
894,35190406,3519036,Markham,420,395,25,15,10,10,0,0,0,410,315,95,15,85,45,40,0,35,214305.091552734,3291.13768755605
895,35190998,3519046,Aurora,410,360,45,35,15,15,15,0,0,405,310,95,40,55,40,35,0,15,164439.602050781,2140.44700917514
896,35190623,3519036,Markham,655,590,60,25,40,0,0,0,35,620,410,210,90,120,80,80,0,40,924440.992919922,6382.6787133
